Unnamed: 0,ArticleId,Text,Category
285,717,fantasy book win hollywood deal british author film right child bestseller snapped seven-figure sum ridley scott set direct. michelle paver wolf brother fantasy set 6 000 year ago first planned series six books. film studio fox bought right around $4m (£2.13m) scott company scott free develop. director said thrilled project. wolf brother enchanting book said. paver life london previously worked lawyer began writing book 1982 studying biochemistry oxford university. established author love story turned work-in-progress child novel. published 2004 paver earning advance $5m (£2.8m) - highest sum ever paid debut child book. wolf brother tell story torak 12-year-old hunter life forest. father killed team wolf cub set rid forest evil force. paver currently writing second book series. michelle paver life breathes world writes said spokesman author. told film deal moment writing second book mind 6000 year away deep primeval forest.,2
286,838,sec rethink post-enron rule u stock market watchdog chairman said willing soften tough new u corporate governance rule ease burden foreign firms. speech london school economics william donaldson promised several initiative . european firm protested u law introduced enron scandal make wall street listing costly. u regulator said foreign firm may get extra time comply key clause sarbanes-oxley act. act come force mid-2005. obliges firm u stock market listing make declaration critic say add substantially cost preparing annual accounts. firm break new law could face huge fine senior executive risk jail term 20 years. mr donaldson said although act provide exemption foreign firm security exchange commission (sec) would continue sensitive need accomodate foreign structure requirement . disagree intention act obliges chief executive sign statement taking responsibility accuracy accounts. european firm secondary listing new york objected - arguing compliance cost outweigh benefit dual listing. act also applies firm 300 u shareholder situation many firm without u listing could find in. 300-shareholder threshold drawn anger effectively block obvious remedy delisting. mr donaldson said sec would consider whether new approach deregistration process foreign firm unwilling meet u requirements. seek solution preserve investor protection without turning u market one exit said. revealed staff already weighing merit delaying implementation act least popular measure - section 404 - foreign firms. seen particularly costly implement section 404 obliges chief executive take responsibility firm internal control signing compliance statement annual accounts. sec already delayed implementation clause smaller firm - including u one - market capitalisation $700m (£374m). delegation european firm visited sec december press change financial time reported. led digby jones director general uk confederation british industry (cbi) included representative basf siemens cadbury schweppes. compliance cost already believed making firm wary u listings. air china picked london stock exchange secondary listing $1.07bn (£558m) stock market debut last month. also rumour two chinese state-run bank - china construction bank bank china - abandoned plan multi-billion dollar listing new york later year. instead cost sarbanes-oxley persuaded stick single listing hong kong according press report china.,1
288,798,kenyan school turn handhelds mbita point primary school western kenya student click away handheld computer stylus. exercise school textbook digitised. pilot project run eduvision looking way use low cost computer system get up-to-date information student currently stuck ancient textbooks. matthew herr eduvision told bbc programme go digital non-governmental organisation us combination satellite radio handheld computer called e-slates. e-slates connect via wireless connection base station school. turn connected satellite radio receiver. data transmitted alongside audio signals. base station process information satellite transmission turn form read handheld e-slates. downloads satellite every day process stream sort content material destined user connected it. also store hard disc. system cheaper installing maintaining internet connection conventional computer network. mr herr say pro con project. simple set satellite antenna roof school also one-way connection getting feedback specific request end user difficult. project still pilot stage eduvision staff ground attend teething problem linux-based system. content divided visual information textual information questions. user scroll section independently other. eduvision planning include audio video file system develops add content. mr herr say would vastly increase opportunity available students. currently negotiation take advantage project organised search site google digitise world largest university libraries. book public domain something like 15 million could put base station manufacture them. every rural school africa would access library student oxford harvard currently project operating area main electricity. mr herr say eduvision already plan extend remote regions. plan put solar panel school base station e-slates charge day child school take home night continue working. maciej sundra designed user interface e-slates say project ultimate goal levelling access knowledge around world. age people research using internet student still using textbook fact rural developing country exciting - need most.,3
289,1915,labour plan maternity pay rise maternity pay new mother rise £1 400 part new proposal announced trade industry secretary patricia hewitt. would mean paid leave would increased nine month 2007 m hewitt told gmtv sunday programme. plan include letting maternity pay given father extending right parent older children. tory dismissed maternity pay plan desperate liberal democrat said misdirected. m hewitt said: already doubled length maternity pay 13 week elected already taken 26 weeks. going extend pay nine month 2007 aim get right full 12 month end next parliament. said new mother already entitled 12 month leave many woman could take six month paid. made firm commitment. definitely extend maternity pay six month nine month extra £1 400. said minister would consult proposal could see father allowed take partner maternity pay leave period extending right flexible working carers parent older children. shadow secretary state family theresa may said: plan announced gordon brown pre-budget review december tony blair recycling desperate bid win back woman voters. said conservative would announce proposal closer general election. liberal democrat spokeswoman woman sandra gidley said: mother would welcome extra maternity pay liberal democrat feel money misdirected. said party would boost maternity pay first six month allow woman stay home time. m hewitt also stressed plan would paid taxpayer employers. david frost director general british chamber commerce warned many small firm could crippled move. majority salary cost may covered government statutory pay recruitment cost advertising cost retraining cost strain company said. detail government plan outlined monday. new mother currently entitled 90% average earnings first six week giving birth followed £102.80 week baby six month old.,0
290,1051,tough schedule delay elliot show preview performance £3m musical billy elliot delayed give child actor le arduous rehearsal schedule. director stephen daldry made decision re-schedule preview protect young stars. three boy rotate demanding role ballet dancer billy requires sing dance act. show opening night 12 may victoria palace theatre london remains unaffected changes. preview performance held 14 20 27 april. one ambitious project involved said daldry. decision made push back preview performance order give company cast including 45 child little extra time fully prepared possible. added: young billy elliots particular making professional stage debut west end benefit little extra time familiarise aspect production. three boy playing billy james lomas 15 george maguire 14 liam mower 12. major child part also rotated young actors. demand show producer set stage school newcastle train potential star show. child labour law also mean young actor work limited period week. adult actor show include tim healy billy father haydn gwnne dance teacher mr wilkinson. sir elton john composed music. daldry directed successful film version billy elliot adapted lee hall script. nominated oscar alongside julie walter played billy teacher.,2
291,99,japan narrowly escape recession japan economy teetered brink technical recession three month september figure show. revised figure indicated growth 0.1% - similar-sized contraction previous quarter. annual basis data suggests annual growth 0.2% suggesting much hesitant recovery previously thought. common technical definition recession two successive quarter negative growth. government keen play worrying implication data. maintain view japan economy remains minor adjustment phase upward climb monitor development carefully said economy minister heizo takenaka. face strengthening yen making export le competitive indication weakening economic condition ahead observer le sanguine. painting picture recovery... much patchier previously thought said paul sheard economist lehman brother tokyo. improvement job market apparently yet feed domestic demand private consumption 0.2% third quarter.,1
292,810,oil price reach three-month low oil price fallen heavily second day closing three-month low news u crude stock improved ahead winter. london brent crude closed $40.15 thursday - drop 5.1% - dived $40 barrel first time since mid-september. u light crude traded new york lost $2 $43.25 lowest close since 10 september. price benchmark crude dropped 12% two days. fall triggered energy information administration (eia) said wednesday u crude stock 3.5% higher year ago. news calmed worry winter shortages. weak u fuel heating oil stock persistent factor pushing oil prices. amazing quickly sentiment changed said rick mueller analyst energy security analysis. analyst also attributed fall mild early-winter weather tempered demand heating oil. stronger fuel inventory helped boost u stock market nine-month high wednesday though nasdaq index hung onto gain end thursday. london ftse 100 index closed 15 point higher 4 751. long-awaited drop oil price helped ease persistent investor jitter impact energy cost company profit economic growth. however trader warned fall could short-lived cold snap north america winter major supply problem part world. price crude still 30% start 2004 fallen record $55.67 set late october. opec nation increased production 25-year high meet global demand helped rebuild u stock hit supply disruption hurricane ivan september. trader also encouraged comment wednesday energy minister opec member algeria. chakib khelil said cartel likely keep output unchanged meet next week. however analyst believe sharp fall crude price may harden opec attitude over-production leading scaling back oil output. fear still remain level u heating oil stock rising remain 2004 levels. cold spell north america would start deplete supply could spark price rises. analyst however say price fall inventory continue rise. mother nature going huge next several week said kyle cooper citigroup global markets. long term think headed $30-35 think yet. lot winter left. john person president national future advisory service said eia data indicated adequate supply next three month us. .,1
293,1662,drink remark act diversion first minister statement okay get drunk diverted attention real issue claimed. jack law chief executive alcohol focus scotland said jack mcconnell comment ill-advised . medium attention helped move focus scotland binge drinking problem mr law said. scotsman journalist hamish macdonell said believed bigger picture obscured remark. mr mcconnell speaking monday 100 secondary pupil school highland problem binge drinking drink promotions. one-sentence comment immediately criticised scottish national party accused encouraging young people get drunk. scottish executive insisted mr mcconnell speaking adult comment recognition people get drunk . mr macdonell political editor scotsman said: think say right outset stupid ill-advised remark first minister. come something like saying mean get drunk pilloried it. however added perhaps mr mcconnell could feel rightly aggrieved coverage . mr macdonell said: think problem say lot thing binge drinking age drinking. whole side thing lost furore one sentence. understand think much bigger message obscured. mr law voluntary body alcohol focus scotland believed damage done scotland fight binge drinking. said accepted young people drank problem drink. mr law added: think remark ill-advised - remark blown proportion easily misrepresent trying scotland. want preach young people need acknowledge drink problematically. diverts u real issue promoting responsibility reducing harm indeed tackling drinking culture culture binge drinking drunkenness. said vital young people properly informed risk incurred others got drunk. mr macdonell said first minister know said thing mark bound come back bite . added: mr mcconnell talking highland 100 teenager every word said put webcast scottish executive looked politician reporters. think instance done lot really good thing regretting remark. scottish national party holyrood leader nicola sturgeon wrote mr mcconnell tuesday accusing error judgement calling apologise ill-judged comment withdraw immediately. furious response first minister said comment distorted taken context. told m sturgeon: disappointing contributed distortion saying staggering encourage young people get drunk . completely untrue. perhaps would wiser find actually said rushed represent position undermine convener education highland council insult intelligence young people spoke - sake simple soundbite.,0
295,1693,adventure tale top award young book fan voted fergus crane story boy taken adventure flying horse winner two smarties book prizes. paul stewart chris riddell book came top category six- eight-year-olds award chosen after-school club members. sally grindley spilled water chinese girl sold servant top vote reader aged nine 11. biscuit bear mini grey took top award under-five category. winner voted 6 000 child shortlist picked adult panel. prize celebrating 20th year billed uk biggest child book award . fergus crane includes text stewart illustration riddell also created edge chronicle together. well six eight prize 4children special award voted after-school club members. julia eccleshare chair adult judging panel said child literature never looked stronger prize 20 years. award count final choice winner made child toughest critic said. year young judge chose winner exceptionally strong varied shortlist showcase best child book today. previous winner included jk rowling jacqueline wilson dick king-smith.,2
296,347,visa decision every 11 minute visa processing staff sometimes expected rule application every 11 minute mp said. pressure placed staff efficient rather thorough examination application public account committee found. every officer annual target 8 000 application - equivalent 40 day one every 11 minutes. mp want research whether uk visa holder leave end stay vanish black market. committee chairman edward leigh said: worrying tension quick processing proper control visa issued. entry clearance staff expected deal visa application 11 minute surely little time look closely supporting documents. committee report also discussed romanian bulgarian visa scandal led resignation immigration minister beverley hughes last year. committee member said home office wrong dismiss concern visa staff abroad feared system abused. investigation carried wake m hughes resignation found 7 000 people entered uk business visa scheme romanian bulgarian entrepreneur . mr leigh said home office consider removing set valid business. home office spokesman said system toughened tightened since investigation. added traditional system dual decision making process pre-entry application replaced single pre-entry check post simpler robust abuse current system .,0
297,60,u regulator rule pain drug u food drug regulator decide friday whether recommend sale painkiller linked high risk heart attack stroke. food drug administration (fda) advisory panel give verdict hearing evidence three days. painkiller - called cox-2 inhibitor - sold brand name celebrex vioxx. vioxx withdrawn shop last year merck said would consider selling get fda approval. fda asked decide benefit patient justify increased risks. putting vioxx back shelf likely boost profit merck make easier legal battle people claim injured drug analyst said. merck voluntarily stopped sale vioxx 30 september move caused firm fourth-quarter earnings slide $1.1bn (£581m) $1.4bn year earlier. merck share tumbled 10% news company set aside million dollar cover cost vioxx-related litigation. alarm bell rung research note called approve showed risk heart attack stroke doubled patient taking drug least 18 months. cox-2 inhibitor developed drug company including merck pfizer cause user fewer stomach problem painkillers. pfizer still selling celebrex bextra product though investigation suggested may also harmful heart. merck announcement possible reintroduction vioxx caught analyst surprise. merck head research peter kim said withdrew vioxx based information available u time knowing alternative therapy . went say thing since changed light new reports. given new information clear cardiovascular risk observed approve make vioxx unique class similar drug marketed u mr kim explained. thursday david graham fda office drug safety told advisory panel really appear need cox-2 inhibitors. according calculation presented u senate dr graham november vioxx may linked many 56 000 american deaths. facing stem criticism handling vioxx case fda said tuesday create independent body oversee safety drug already market place. european regulator meanwhile ruled thursday patient heart disease stroke take cox-2 inhibitors. european medicine agency also said doctor cautious giving drug patient risk factor heart disease.,1
300,402,progress new internet domain early 2005 net could two new domain names. .post .travel net domain given preliminary approval net administrative body. name two total 10 proposed domain considered internet corporation assigned name number icann. proposed name include domain pornography asia mobile phone anti-spam domain one catalan language culture. .post domain backed universal postal union want use online marker every type postal service help co-ordinate e-commerce effort national post offices. .travel domain would used hotel travel firm airline tourism office would help organisation distinguish online. backed new york-based trade group called travel partnership. icann said early decision two domain response detailed technical commercial information organisation behind name submitted. despite initial approval icann cautioned guarantee domain would actually go service. time icann considering proposal another eight domains. one may win approval proposal set .xxx domain pornographic websites. similar proposal made many time past. icann reluctant approve difficulty making pornographer sign use it. 2000 icann approved seven new domain varying degree success. three new so-called top level domain specific industry organisation .museum .aero. others .info .biz intended generic. total excess 200 domain name majority nations. domain end .com suffix far numerous.,3
301,662,vibe award back despite violence u vibe award held next year despite stabbing happened ceremony. vibe magazine president kenard gibbs said attack earlier month santa monica sickening . said holding award would counter work magazine done promote hip hop music. rapper young buck charged allegedly stabbing man hit dr dre receive lifetime achievement award. rapper whose real name david darnell brown due court 20 december arrested one charge attempted murder second charge assault deadly weapon. performer one member 50 cent g-unit group signed dr dre record label. man stabbed jimmy james johnson suffered collapsed lung stable condition los angeles hospital. mr johnson allegedly approached dr dre seated table front stage appeared ask autograph punching him. ensuing scuffle - involved many 1 000-strong crowd - mr johnson stabbed dragged away security staff,2
303,84,news corp make $5.4bn fox offer news corporation seeking buy minority investor fox entertainment group broadcasting subsidiary $5.4bn (£3.7bn). medium giant run rupert murdoch owns 82% share company home fox television network 20th century fox film studio. move follows news corp decision register business us. 20th century fox recent film release include heart huckabees robot fox put hit tv series 24. term offer minority fox shareholder receive 1.90 news corp share return fox share hold. analyst said decision list news corp u - result firm share trading new york rather sydney- nullified need retain separate stock market listing fox entertainment shares. news corp investor voted october approve transfer company corporate domicile australia u state delaware. move designed help news corp attract investment largest u financial institution make easier raise capital. fox entertainment group generated revenue $12bn last year. news corp share fell 25 cent $17.65 share offer announced fox share 19 cent $31.22.,1
304,1551,latest opera browser get vocal net browser opera 8.0 due official release end next month accessible browser market according authors. latest version net browser controlled voice command read page aloud. voice feature based ibm technology currently available window version. opera also magnify text 10 time user create style sheet developer say. enable view page colour font prefer. browser yet work well screen reader software often used blind people accessibility feature likely appeal residual vision. mission always provide best internet experience everyone said opera spokeswoman berit hanson. would obviously want exclude disabled computer users. another feature likely appeal people low vision ability make page fit screen width eliminates need horizontal scrolling. company point also appeal anyone using opera handheld device. company say feature like voice activation solely aimed visually impaired people. idea take first step making human-computer interaction natural said m hanson. people always situation access keyboard make web hands-free experience. unlike commercially available voice recognition software opera trained recognise individual voice. around 50 voice command available user wear headset incorporates microphone. voice recognition function currently available english. opera free download paid-for version come without ad banner top right hand corner extra support. opera began life research project - spin-off norwegian telecom company telenor. browser used estimated 10 million people variety operating system number different platforms.,3
305,1684,five million german work germany unemployment figure rose psychologically important level five million last month. wednesday german federal labour agency said jobless total reached 5.037 million january take jobless rate 12.1%. yes effectively five million people unemployed government minister said earlier zdf public television. unemployment high germany since 1930s. change way statistic compiled partly explain jump 572 900 numbers. figure embarrassing government. figure apparently worst seen post-war period number charged politically said christian jasperneite economist mm warburg. could well put end recent renaissance seen spd [the ruling social democrats] poll state election due schleswig-holstein north rhine-westphalia may adverse effect government chance there. opposition also made political capital figures. said 1.5 million-2 million people subsidised employment scheme fact looking real jobs. added government reform including unpopular benefit cut go far enough. government controversial hartz iv reform came effect beginning year unemployment benefit welfare support long-term unemployed officially classified looking work. bad winter weather also took toll key sector construction sector laid workers. adjusted seasonal factor german jobless total rose 227 000 january december.,1
307,1721,mandelson warning bbc bbc steer away demonising ex-downing street medium chief alastair campbell peter mandelson said. european commissioner former labour minister speaking amid claim mr campbell part labour dirty trick campaign. charge denied mr mandelson said tory afraid mr campbell campaigning skills. warned bbc attacking mr campbell brought trouble before. reference hutton inquiry following bbc story claiming downing street sexed iraq weapon mass destruction dossier. affair prompted resignation bbc chairman gavyn davy director-general greg dyke reporter andrew gilligan. labour attracted medium criticism using new freedom information law dig information tory leader michael howard past. mr mandelson former labour communication director told bbc radio 4 today programme: understand tory gunning alastair campbell fear campaigning skills. understand le bbc joining tory driving agenda. experience thing party shout dirty trick like tend fear direct hit vulnerable part political anatomy. suggest bbc concentrate issue help public understand policy choice stake election rather engages process politics trivialisation campaign. think bbc would much better advised leave stuff well alone concentrate issue say resume demonisation alastair campbell - know led before. mr campbell acting adviser labour denies engaging personal campaigning. conservative co-chairman liam fox said mr campbell return labour poster plan attacking mr howard - recently withdrawn party website - sign abusive politics . government despite fact would say want go forward back seem intent talking history rather record even importantly future said sunday. labour peer baroness kennedy chairing power inquiry political disengagement said people already thought politician engaged dirty tricks. feeling distrust going enlarged campaigning side conducted way look might said.,0
308,446,hunt ban support decline support ban hunting fallen past six year poll suggests. le half uk want ban compared almost two-thirds 1999 mori survey 2 000 adult bbc one countryfile programme suggests. number opposed ban remains constant neither supporting opposing increased 11%. city-dwellers support ban rural people evenly split supporter opponent undecided. polling company mori carried surveys. july 1999 asked 801 adult supported ban mail sunday. countryfile asked 2 234 adult across country question. mail sunday survey found 63% supported hunting ban compared 24% against. countryfile survey 47% said supported legislation 26% against. programme maker suggest british public becoming increasingly neutral issue around one quarter said neither support oppose ban.,0
309,326,bbc pour £9m new comedy bbc invest £9m developing new comedy entertainment programme outside london. change come part shake-up several department create show appeal wider range people. change also made team factual daytime department outside london. director television jana bennett said change getting best idea screen efficiently effectively . new structure genre designed ensure happens said. number new role created department including head comedy commissioning based glasgow. new person charge £9m budget role develop show outside capital within bbc independent production companies. jane lush controller entertainment commissioning said entertainment comedy incredibly important audiences; confident change help u get best programme screen. similar position also created department new commissioning editor documentary based bristol daytime commissioning editor birmingham. m bennett said new role would benefit making programme within bbc well making show channel independently. strong independent sector flourishing in-house production base mutually exclusive stimulate competition deliver best idea audience said.,2
310,2211,teen know little politics teenager questioned survey shown little interest politics - little knowledge. quarter 14-16 year old knew labour government tory official opposition lib dems third party. almost could identify tony blair one six knew michael howard one 10 recognised charles kennedy. icm survey interviewed 110 pupil education watchdog ofsted. nearly half pupil polled said important know political party stand for. 4% questioned thought conservative power - 2% believed lib dems were. survey also looked issue nationality. found union flag fish chip topped list symbol food associated british. many pupil also looked english scottish welsh rather british; notion european hardly occurred anyone.,0
311,2037,day-lewis set berlin honour actor daniel day-lewis presented award career film berlin film festival. 47-year-old whose credit include oscar-winning performance left foot presented berlinale camera award 15 february. honour awarded since 1986 honour figure cinema festival feel particularly indebted . man man historical epic starring kristin scott thomas open german festival 10 february. candid documentary life career singer george michael different story also screened 10-day event. day-lewis competed four time berlin film festival film name father (1994) crucible (1997) boxer (1998) martin scorsese gang new york (2003). festival praise sensational start role beautiful launderette costume classic room view great number celebrated role subsequent productions. japan oldest film studio also honoured along day-lewis. shochiku film studio founded 110 year ago become first cinematic institution receive berlinale camera award. famous japanese director including akira kurosawa film produced studio.,2
312,1158,brown ally reject budget spree chancellor gordon brown closest ally denied suggestion budget giveaway 16 march. ed ball ex-chief economic adviser treasury said would spending spree polling day. mr ball prospective labour mp said confident chancellor would meet fiscal rules. speaking sir digby jones cbi director general warned mr brown tempted use extra cash pre-election bribes. mr ball stepped treasury post stand labour candidate election suggested mr brown would meet golden economic rule - margin spare . said hoped would done build current tax credit rules. also stressed rise interest rate ahead expected may election would affect labour party chance winning. expectation rate rise gathered pace figure showed house price still rising. consumer borrowing rose near-record pace january. mpc (the bank england monetary policy committee) judge rate rise justified election strength economy - predicting - believe big election issue britain labour told parliamentary lunch. big change political culture. interview bbc radio 4 today programme mr ball said sure mr brown budget would put risk stability economy. think see pre-election spending spree - certainly see 2001 said. assurance came sir digby jones said stability important extra cash spent improving worker skills. message chancellor was: please give away form electioneering. sir digby added: think will. say prudent chancellor right way through. stability key word - british business need boring stability anything. would say increase public spending give away. going anywhere add something competitiveness britain put skilling people . would good way spend excess. mr ball refused say whether mr brown would remain chancellor election amid speculation offered job foreign secretary. think gordon brown want part successful labour government delivers third term priority people see conservative party take britain backwards mr ball told today. prime minister tony blair yet name date election pundit betting 5 may.,0
313,498,putin back state grab yukos russia president defended purchase yukos key production unit state-owned oil firm rosneft saying followed free market principles. vladimir putin said quite within right state-owned company ensure interest met. rosneft bought 100% baikal finance group move amount renationalisation major chunk russia booming oil industry. rosneft control 16% russia total crude oil output. yukos share jumped moscow climbing much 50% suspended. rosneft already process merging gazprom world biggest gas company move see gazprom return majority state-ownership. baikal surprise buyer oil gas giant yukos main production division forced auction sunday. everything done market method mr putin said year-end press conference moscow. shedding light kremlin motivation mr putin referred period so-called cowboy capitalism followed collapse soviet union. said privatisation carried early 1990s involved trickery including law breaking people seeking acquire valuable state property. state using market method safeguarding interests. think quite normal russian president said. rosneft spokesman said acquisition part plan build balanced national energy corporation. latest announcement come year wrangling pushed yukos one russia biggest company brink collapse. russian government put yukos yuganskneftegas subsidiary sale last week hitting company $27bn (£14bn) bill back tax fines. analyst say yukos legal attempt block auction filing bankruptcy protection u probably caused week cloak-and-dagger dealings. gazprom company originally tipped buy yuganskneftegas banned taking part auction u court injunction. selling yukos unit little-known baikal rosneft russia able circumvent host tricky legal landmines analyst said. cannot sue russian government said eric kraus strategist moscow sovlink securities. russian government sovereign immunity. government renationalising yuganskneftegas. even analyst reckon saga still long way go. rosneft announcement came hour yukos accused gazprom illegally taking part sunday auction. said seeking damage $20bn. claim made latest hearing u bankruptcy court houston texas yukos filed chapter 11 bankruptcy protection. found contempt u court order blocking auction gazprom could face foreign asset seized. yukos lawyer also expected try baikal asset frozen. lawyer claimed auction illegal yukos - office houston - filed bankruptcy therefore asset protection u law worldwide jurisdiction. muddying water merger rosneft gazprom authority said go ahead planned.,1
314,2122,woman mp reveal sexist taunt woman mp endure shocking level sexist abuse hand male counterpart new study shows. male mp pretended juggle imaginary breast jeered melon woman made common speech researcher birkbeck college told. labour yvette cooper said found hard persuade common official minister secretary. 83 mp gave answer 100 hour taped interview study whose secretary minister . research team professor joni lovenduski set look achievement experience woman westminster. emerged complaint mp party sexist barracking chamber sexist insult patronising assumption abilities. barbara follet one so-called blair babe elected 1997 told researchers: remember conservative - whenever labour woman got speak would take breast - imaginary breast - hand wiggle say melon spoke. former liberal democrat mp jackie ballard recalled stream remark leading mp topic woman leg sexual persuasion. ex-tory education secretary gillian shepherd remembered one male colleague called woman betty . said look know name betty said ah call betty . harriet harman told researcher sheer hostility prompted advancement cabinet: well succeeded woman. another current member cabinet say told: oh fast rise sleeping even great influx woman mp 1997 general election greater number woman cabinet female mp often say feel stuck edge male world. liberal democrat sarah teather recent female mp elected told researchers: lot people say like old boy club. always said feel like teenage public school - know public school full teenagers. prof joni lovenduski conducted study help margaret moran mp team journalist said shocked findings. expected bit nothing like extent. expected find couple shocking episodes. said difference experience woman 1997 intake afterwards. mainly woman present parliament prepared put sexist attitude came across prof lovenduski said. added: woman including woman came 1997 received extraordinary treatment convinced number woman changed back 1997 thing would change back. think shocking general public thing go house commons. interview placed british library historical record.,0
315,1905,half measure half-life 2 could half-life 2 possibly live hype almost two year tantalising preview infuriating delay safe say highly-anticipated computer game time. fortunately merely live promise exceeds it. no-one play finished product wonder took long. impression game endlessly refined get close perfection could realistically hoped. money - indeed time - screen. player see thing eye gordon freeman bespectacled scientist starred original 1998 half-life. survived skirmish desolate monster-infested research facility back another foreboding troublespot - enigmatic city 17. look beautiful eastern european city soon train pull station clear well here. sinister police patrol unkempt street oppressive atmosphere clobber like sledgehammer. casual smattering nightmarish creature first game make even le pleasant place be. herded around like prisoner mingle freedom-fighting civilian gather information progress task. immediately explained objective precisely everything ravaged. finding step-by-step part experience although never fully get understand about. really matter. hl2 waste energy blinding plot. underplaying narrative way gloriously effective immerses player vivid convincing impressive virtual world likely seen. cut-scenes interrupt flow. exposition accomplished character stopping talk directly you. whereas highly impressive doom iii felt like top-notch theme park thrill-ride wandering half-life world truly feel like part movie. considering sophistication game run surprisingly well computer match modest minimum specifications. ever incentive upgrade pc component it. test machine - alienware system athlon 3500+ processor ati radeon x800 video card - everything ran full quality without trouble visual experience simply jaw-dropping. simply surface texture light effect push technical envelope without mercy care artistic flair gone designing them. haunting grim landscape become strangely beautiful. luckily get time pause mid-task marvel awesome graphical flourish surroundings. impressive physic find hurling bit rubbish around prodding floating corps marvel lifelike way move. puzzle solved along way pitched right difficulty progress achieved force. freeman quickly reunited original game famous crowbar array sophisticated weapon soon follow. virtually anything nailed floor interacted realistic fashion. wowed attention-to-detail chip bit plaster wall chase pigeon way dodge exploding barrel ping around deadly speed. time half-life 2 feel like one annoying people unfeasibly brilliant everything turn hand curious way unrelenting goodness actually becomes almost tiresome. running around foot great enough jumping vehicle prof even fun. human foe rendered well alien ones. stealth section exhilarating open gun battles. gameplay term hl2 somehow get almost everything perfect. without resorting zombies-leaping-out-of-shadows approach doom iii incredibly unsettling. vacant environment distinctly eerie one point even caught hesitating go murky tunnel fear might inside. game couple problems. firstly carefully-scripted way progress level might irk people. lot thing meticulously choreographed happen cue make exciting moment may annoyance player limit appeal playing completed it. like thing open-ended free-ranging far cry lot pleasing. real downside hassle getting game run. installing proved life-draining siege would test saint patience. developer valve rashly assumed everyone wanting play game internet connection force go online authenticate copy. box warn anti-piracy measure say many component downloaded. time spent depend connection speed temperamental valve server time day take hours. would take mighty piece work feel worthwhile annoyance - luckily half-life 2 challenge. surely best thing genre possibly many feel genre. bar raised far sight sympathise game try anything remotely similar near future. half-life 2 pc,3
316,564,saab build cadillacs sweden general motor world largest car maker confirmed build new medium-sized cadillac bls loss-making saab factory sweden. car unveiled geneva motor show intended compete medium-sized luxury car market. sold u said gm europe president carl-peter forster. part effort make u marque appeal european driver car first cadillac diesel engine. gm announcement go way allay fear saab factory closure. factory trollhaettan centre rumour gm planned severe cutback troubled european operations. group new commitment swedish factory may welcomed group opel worker ruesselsheim germany. may face larger proportion gm cuts. neither announcement seen unalloyed good news sweden since reflects saab failure make significant inroad lucrative european luxury car market. year saab consistently said competing head-on bmw mercedes jaguar. segment leader agree. gm plan build american marque sweden part effort push alternative luxury brand european drivers. u long established upmarket brand - even presidential limousine carry badge. yet could prove tough cadillac steal market share major europe. luxury car maker notably toyota subsidiary lexus enjoyed tremendous success u without managing make significant inroad europe. german marque mercedes benz bmw retained stranglehold luxury market. bringing cadillac production sweden help introduce desperately-needed scale saab factory currently produce fewer 130 000 car per year. half major car maker consider sufficient number profitable operation saab losing money fast - albeit loss halved 2004 $200m (£104m; 151m euros) $500m previous year. beyond 12 000 job cut announced last year european operation gm reducing expenditure building saabs opel - badged vauxhalls uk - cadillacs framework allowing different brand share parts. another way reduce saab loss could shift production saabs u market driver adopted upmarket european car. would remove exposure weak u dollar making saabs expensive u consumers. everyone industry agree would best way forward. know five year u dollar stronger today chief executive leading european car maker told bbc news. current trend towards u production stupid said. separate announcement gm unveiled new scheme allow european consumer chance test drive opel vauxhall models. deploy fleet 35 000 test car across 40 country inviting potential buyer try vehicle 24-hours. follows similar initiative gm us. gm said wanted change customer perception opel vauxhall car showing quality improved recent years.,1
